"","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","dum_Gender","dum_Customer","dum_Class","dum_satisfaction"
"1415",31,246,4,4,4,3,4,4,4,4,2,5,2,2,5,4,1,6,1,1,0,0
"1417",52,551,2,3,2,2,1,1,5,3,3,2,3,4,3,5,4,4,0,1,0,0
"1422",36,944,2,4,2,3,4,2,4,4,2,4,5,3,3,4,0,0,0,1,1,0
"1428",57,187,3,5,3,4,5,3,5,5,5,4,5,4,5,5,0,0,1,1,0,0
"1433",24,1947,5,5,5,1,1,5,1,1,5,4,4,3,5,1,9,2,1,1,0,1
"1435",54,697,3,5,3,2,2,3,2,2,3,2,2,5,2,2,0,0,1,1,0,0
"1439",17,1773,2,2,2,2,5,2,5,5,3,2,1,3,2,5,18,6,0,1,0,0
"1443",20,1384,1,3,1,2,2,1,2,2,5,2,1,1,1,2,0,0,0,1,0,0
"1446",28,731,2,3,2,2,3,2,3,3,4,1,5,4,1,3,13,9,1,1,0,0
"1447",57,364,1,5,1,3,4,4,4,2,2,1,2,5,2,4,0,0,0,1,0,0
"1448",57,200,3,5,3,2,4,3,4,4,4,5,4,4,5,4,0,0,1,1,0,0
"1449",39,583,2,5,2,2,2,2,2,2,3,2,4,3,5,2,0,0,1,1,0,0
"1452",34,349,2,3,2,4,2,2,2,2,3,5,3,4,3,2,8,12,1,1,0,0
"1454",51,192,1,5,1,3,2,4,5,2,2,1,1,5,2,4,21,11,1,1,2,0
"1461",12,1670,2,3,2,1,5,2,5,5,5,2,5,1,4,5,0,0,0,1,1,0
"1462",62,834,2,5,2,4,3,5,4,3,3,2,3,4,3,5,0,0,0,1,0,0
"1464",52,931,2,4,2,4,4,5,4,3,3,2,3,5,3,3,9,0,0,1,0,0
"1470",47,447,1,4,1,4,4,3,3,3,3,1,3,4,3,2,1,6,0,1,0,0
"1476",35,507,3,3,3,4,3,3,3,3,4,5,3,3,3,3,0,0,1,1,0,0
"1480",49,558,3,2,3,3,2,4,4,4,4,3,4,2,4,4,0,0,0,1,0,0
"1481",34,200,3,1,3,3,2,3,2,2,2,2,2,1,3,2,0,0,1,1,0,0
"1484",46,304,3,4,3,4,3,4,5,4,4,3,4,5,4,4,9,7,0,1,0,0
"1486",13,401,5,5,5,1,5,5,5,5,5,2,5,5,4,5,0,0,1,1,0,1
"1488",60,697,2,5,2,5,2,2,2,2,2,1,1,2,4,2,0,7,1,1,0,0
"1489",32,1440,5,4,5,5,1,4,1,1,5,5,4,3,5,1,0,0,1,1,0,1
"1509",28,2419,1,5,1,1,1,3,2,3,5,3,4,2,5,2,0,0,1,1,0,0
"1510",34,589,2,5,2,1,1,2,1,1,4,5,4,5,5,1,0,0,0,1,0,0
"1516",42,160,4,3,4,3,2,4,2,2,4,1,3,3,3,2,0,0,1,1,0,0
"1518",32,1235,3,5,3,2,4,3,4,4,4,4,4,4,5,4,0,2,0,1,0,0
"1524",36,589,1,4,2,4,4,2,3,4,2,1,4,3,4,4,0,0,1,1,0,0
"1533",53,473,3,4,3,5,5,2,2,5,5,3,5,2,5,3,0,0,1,1,2,0
"1538",63,666,2,1,2,4,5,4,3,5,5,2,5,4,5,3,0,0,0,1,0,0
"1539",7,515,4,4,2,4,1,2,1,1,5,2,4,3,5,1,10,0,1,1,0,0
"1543",12,289,2,4,2,3,1,2,1,1,4,3,5,3,4,1,1,0,0,1,0,0
"1551",7,602,3,2,3,4,3,3,3,3,4,5,4,3,4,3,0,4,0,1,0,0
"1557",68,529,2,4,2,2,5,5,4,3,3,2,3,2,3,5,0,0,0,1,0,0
"1561",40,273,2,5,2,2,2,2,2,2,3,1,4,3,4,2,0,5,1,1,0,0
"1564",17,2026,3,4,3,2,2,3,2,2,4,3,4,4,5,2,22,12,0,1,0,0
"1571",48,643,2,4,2,2,3,4,4,5,5,2,5,4,5,3,7,8,0,1,0,0
"1575",59,468,2,4,2,2,1,2,3,5,5,2,5,5,5,2,4,0,0,1,0,0
"1594",61,356,4,2,3,3,3,3,2,3,3,5,3,4,3,3,2,4,1,1,0,0
"1597",50,1416,1,4,1,1,3,5,4,3,3,1,4,5,3,3,13,0,0,1,0,0
"1601",29,369,1,1,1,4,4,1,4,4,4,3,3,4,4,4,0,0,0,1,0,0
"1606",68,369,1,2,4,3,2,4,2,2,2,3,3,2,3,2,0,0,1,1,1,0
"1608",16,1020,4,4,4,3,2,4,2,2,3,3,3,4,4,2,0,0,1,1,0,0
"1613",58,689,3,5,3,3,5,4,4,2,2,3,1,5,2,5,0,0,0,1,1,0
"1616",17,356,4,4,4,3,5,4,5,5,4,5,4,5,5,5,0,0,0,1,0,0
"1618",37,606,4,4,4,4,3,4,3,3,1,3,4,1,4,3,0,0,1,1,0,1
"1622",40,641,5,4,5,4,4,5,4,4,3,2,4,5,5,4,13,0,0,1,1,1
"1633",50,2358,1,4,1,5,1,4,4,4,4,5,4,4,3,4,0,0,1,1,0,0
"1635",63,1431,3,1,3,4,4,3,3,5,5,3,5,2,5,3,0,0,0,1,2,0
"1642",61,2462,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,2,1,1,0,0
"1646",46,187,1,4,1,2,5,4,5,1,1,1,1,4,1,4,9,3,0,1,0,0
"1654",43,444,3,4,3,1,2,4,5,1,1,3,1,3,1,4,7,10,0,1,0,0
"1659",70,102,2,5,2,3,4,2,4,4,3,2,4,4,5,4,0,0,1,1,0,0
"1675",55,2475,1,3,1,4,1,2,2,3,1,4,3,2,1,2,0,7,0,1,0,0
"1687",20,95,2,2,2,4,3,2,3,3,4,4,3,4,3,3,0,0,0,1,0,0
"1692",64,1119,3,3,2,4,5,4,3,5,5,2,5,2,5,1,0,0,0,1,0,0
"1695",23,1481,4,5,4,4,3,4,3,3,2,4,1,1,5,3,0,0,1,1,0,0
"1699",40,1020,1,5,2,4,4,4,5,2,2,2,2,5,2,3,0,0,1,1,2,0
"1700",35,130,2,4,2,1,5,2,5,5,5,5,5,5,5,5,0,0,1,1,0,0
"1701",24,1448,5,2,5,3,3,5,3,3,3,4,4,1,3,3,0,4,1,1,0,1
"1702",51,297,3,4,3,1,3,4,5,3,3,3,3,3,3,3,0,0,0,1,0,0
"1705",19,889,4,5,4,1,3,4,3,3,3,3,4,3,5,3,6,11,0,1,0,1
"1708",50,1121,4,5,4,3,4,4,4,4,5,4,4,3,4,4,0,5,1,1,0,0
"1719",51,417,3,5,3,1,3,1,4,3,3,3,3,1,3,4,0,0,0,1,0,0
"1724",40,1514,4,4,4,3,1,4,3,1,3,4,3,4,5,1,15,10,0,1,0,0
"1731",69,425,3,1,3,2,2,3,2,2,1,1,2,3,3,2,0,0,1,1,0,0
"1740",19,255,2,4,2,4,3,2,3,3,1,1,3,1,2,3,0,3,1,1,0,0
"1749",57,936,4,1,4,3,4,4,3,3,3,4,3,2,3,1,0,0,0,1,0,0
"1752",16,1476,3,5,3,4,4,3,4,4,5,5,5,4,4,4,0,0,0,1,2,0
"1755",25,337,2,4,2,4,3,2,3,3,4,4,4,2,3,3,12,2,1,1,0,0
"1758",53,338,1,5,4,3,2,5,5,4,4,4,3,3,4,4,0,0,0,1,0,0
"1773",41,481,3,4,3,4,2,3,2,2,3,5,3,1,3,2,0,0,1,1,0,0
"1774",14,1050,4,4,4,1,3,4,3,3,4,3,1,3,1,3,11,0,1,1,0,0
"1775",8,409,4,5,4,2,5,4,5,5,4,4,5,3,5,5,0,0,1,1,1,1
"1781",14,220,1,5,1,3,5,1,5,5,4,5,3,4,5,5,11,1,1,1,0,0
"1782",40,1744,5,3,5,3,5,3,3,2,2,5,3,3,2,1,0,5,1,1,2,1
"1783",31,416,2,5,2,4,3,2,3,3,1,3,4,5,2,3,0,1,1,1,0,0
"1787",26,101,2,3,2,3,4,2,4,4,3,5,3,1,4,4,4,10,0,1,0,0
"1789",58,866,4,5,4,1,5,4,5,5,5,3,5,4,4,5,0,0,1,1,0,1
"1790",22,1399,2,4,2,4,5,2,4,5,5,2,3,4,5,5,0,0,1,1,0,0
"1793",61,628,2,4,2,4,2,4,3,1,1,2,1,4,1,1,20,6,0,1,0,0
"1794",67,2276,3,2,3,4,3,4,4,4,4,2,4,4,1,4,0,5,1,1,0,0
"1803",66,451,4,4,4,3,1,4,1,1,2,5,4,3,2,1,0,0,1,1,0,0
"1805",49,726,3,3,3,4,1,3,4,4,4,3,4,4,4,2,0,0,1,1,2,0
"1809",60,447,4,4,4,5,4,4,5,5,5,4,5,5,5,4,0,0,0,1,0,1
"1814",34,129,1,4,1,5,4,1,4,4,4,5,5,4,3,4,0,4,0,1,0,0
"1816",29,781,5,4,5,5,4,5,4,4,4,5,4,4,4,4,0,0,0,1,0,1
"1824",54,541,5,4,5,4,3,2,2,1,1,5,1,5,1,2,0,0,0,1,0,1
"1826",58,500,3,4,5,3,3,5,3,3,4,2,4,5,5,3,0,0,1,1,0,0
"1829",16,861,2,5,2,3,2,2,2,2,3,4,5,4,5,2,0,0,1,1,0,0
"1833",15,417,4,5,4,4,1,4,1,1,4,3,3,2,4,1,8,7,0,1,2,0
"1836",24,455,3,2,3,3,5,3,4,5,1,3,4,1,3,5,0,0,0,1,0,0
"1838",62,528,2,5,2,4,2,2,2,2,4,5,4,2,2,2,0,0,1,1,0,0
"1849",56,1931,2,4,1,2,4,4,4,4,4,1,5,3,4,5,0,0,0,1,1,0
"1854",7,2176,2,5,2,2,5,2,5,5,3,2,2,1,4,5,0,0,1,1,0,0
"1855",21,912,4,5,4,5,2,4,1,2,3,2,5,3,4,2,0,0,0,1,1,0
"1863",50,2521,2,1,2,4,2,4,5,1,1,3,3,5,2,5,10,10,0,1,0,0
"1869",29,1464,5,5,5,3,4,5,4,4,5,5,5,4,4,4,30,6,0,1,0,1
"1870",58,361,1,4,1,4,2,1,2,2,3,3,5,5,4,2,0,3,1,1,0,0
"1871",69,550,3,4,3,4,2,3,4,2,1,4,3,3,3,2,0,0,1,1,0,0
"1900",13,554,4,4,4,1,1,4,2,1,5,4,4,4,4,1,0,12,1,1,2,1
"1903",62,862,2,4,2,4,4,2,4,4,5,2,5,4,5,4,0,0,1,1,0,0
"1905",15,687,3,1,3,2,2,3,2,2,1,5,1,4,2,2,0,0,0,1,0,0
"1906",21,862,5,4,5,2,2,5,5,2,4,4,5,3,5,2,2,0,1,1,2,1
"1916",65,67,3,5,3,3,5,3,5,5,4,3,5,4,5,5,1,0,1,1,0,0
"1917",40,134,3,2,3,3,1,3,1,1,1,5,3,3,2,1,0,0,1,1,0,0
"1918",25,909,2,2,3,3,2,3,2,2,1,3,4,3,3,2,11,0,1,1,0,0
"1925",27,580,3,4,3,3,2,3,2,2,4,4,4,3,5,2,6,4,1,1,0,0
"1926",30,402,1,5,1,3,4,1,4,4,3,4,4,4,4,4,0,0,0,1,0,0
"1930",60,259,1,2,1,4,4,1,4,4,3,2,4,2,3,4,0,0,1,1,0,0
"1956",70,321,2,5,2,5,2,2,2,2,3,2,2,5,1,2,0,0,1,1,0,0
"1958",62,1428,4,3,4,2,1,4,3,2,2,4,2,1,2,2,0,0,0,1,0,1
"1961",45,287,2,4,2,2,5,4,4,2,2,2,2,5,2,5,0,0,0,1,0,0
"1963",57,156,2,5,2,3,4,2,4,4,3,3,1,1,5,4,0,0,1,1,1,0
"1970",24,190,2,3,2,2,5,2,5,5,3,2,2,1,3,5,0,0,1,1,0,0
"1973",32,868,3,3,3,1,4,3,4,4,4,2,3,4,4,4,0,0,1,1,0,0
"1976",40,2504,4,5,5,1,4,5,4,4,2,3,3,2,4,4,0,0,1,1,0,0
"1978",26,1009,3,4,3,5,5,3,5,5,5,1,1,3,5,5,0,9,0,1,1,0
"1990",37,888,3,2,4,3,3,4,3,3,4,4,3,3,3,3,0,0,0,1,0,0
"1991",9,775,3,5,3,2,2,3,1,2,4,5,4,5,4,2,0,0,0,1,1,0
"1993",39,236,1,3,1,4,4,1,4,4,4,4,4,3,5,4,1,0,1,1,0,0
"1995",54,2611,3,4,3,3,3,2,2,2,5,3,2,2,1,2,0,6,1,1,0,0
"1998",49,1390,4,4,4,4,5,4,2,5,5,3,5,4,4,5,0,0,1,1,0,0
"2000",43,462,3,4,3,3,4,4,3,1,1,3,1,3,1,4,0,0,0,1,0,0
"2003",43,813,1,3,1,3,5,4,4,4,4,1,4,3,4,1,2,0,0,1,0,0
"2020",49,594,2,1,2,3,4,2,4,4,2,2,3,4,3,4,0,0,1,1,1,0
"2021",49,361,4,4,4,4,5,4,5,5,4,3,5,3,5,5,0,0,1,1,0,0
"2033",28,957,2,1,2,4,1,2,1,1,1,3,4,3,4,1,3,5,1,1,0,0
"2037",9,817,2,2,2,3,2,2,1,2,1,1,3,3,3,2,0,0,0,1,0,0
"2038",23,679,1,5,1,2,5,1,5,5,4,3,4,5,5,5,0,0,0,1,1,0
"2039",69,936,3,5,3,1,4,5,4,3,3,3,3,3,3,5,1,0,0,1,1,0
"2043",48,489,2,3,2,2,5,2,4,5,4,4,5,5,4,5,0,0,1,1,0,0
"2063",37,1041,3,5,3,3,3,3,3,3,3,4,5,5,5,3,0,0,0,1,0,0
"2066",33,95,2,4,2,5,5,2,5,5,3,3,2,3,5,5,0,0,1,1,0,0
"2075",7,2454,3,3,3,1,3,3,3,3,1,1,1,2,2,3,0,0,0,1,0,0
"2077",31,2409,3,3,2,3,4,2,4,4,1,1,3,2,3,4,0,0,0,1,1,0
"2085",40,1013,1,2,1,4,1,1,1,1,1,4,4,4,3,1,0,0,1,0,0,0
"2089",59,1558,2,4,3,3,5,3,5,4,4,3,4,3,4,4,6,12,0,1,0,0
"2094",29,2475,2,1,2,2,5,2,5,5,4,3,2,4,2,5,0,0,1,1,0,0
"2096",62,369,3,4,3,2,4,3,4,3,3,3,3,1,3,5,5,7,0,1,0,0
"2100",36,848,3,5,3,3,2,3,2,2,3,3,5,5,4,2,14,0,1,1,0,0
"2101",49,1092,4,2,4,4,4,4,3,1,1,4,1,4,1,2,0,0,0,1,0,1
"2103",63,679,1,1,1,3,5,3,3,3,3,1,3,4,3,3,0,0,0,1,0,0
"2105",16,849,3,5,3,2,2,3,2,2,3,5,5,3,5,2,0,0,0,1,0,0
"2109",24,417,2,1,2,2,5,2,5,5,1,4,2,1,2,5,1,0,0,1,0,0
"2113",34,391,1,2,1,3,1,1,1,1,2,2,3,3,3,1,0,0,0,1,1,0
"2124",37,109,3,1,3,2,4,3,4,4,2,1,3,1,2,4,0,0,1,1,1,0
"2125",39,1476,2,3,2,3,1,2,1,1,4,2,3,2,3,1,0,0,0,1,1,0
"2126",22,896,4,4,5,3,4,5,3,4,1,3,3,3,3,4,12,0,0,1,0,0
"2127",27,929,1,5,1,1,5,1,1,5,4,1,1,1,5,5,5,0,0,1,0,0
"2134",42,373,1,4,1,4,4,5,4,1,1,1,1,5,1,3,6,10,0,1,1,0
"2139",29,1846,3,4,3,4,4,3,4,4,3,2,4,1,4,4,0,7,0,1,0,0
"2144",25,356,1,5,1,2,3,1,3,3,3,5,4,5,5,3,0,0,1,1,0,0
"2145",44,946,3,2,3,3,4,3,4,4,4,5,3,4,4,4,0,10,1,1,0,0
"2147",67,304,1,5,1,1,3,5,4,4,4,1,4,5,4,3,0,0,0,1,2,0
"2153",68,748,2,3,2,2,3,5,3,2,2,2,4,2,2,4,0,0,0,1,0,0
"2155",19,280,1,1,1,4,4,1,1,4,3,1,3,1,3,4,4,0,1,1,0,0
"2161",18,844,2,4,2,1,1,2,1,1,4,5,4,3,5,1,0,0,1,1,0,0
"2164",50,862,3,5,3,4,5,4,5,4,4,3,4,3,4,5,0,0,0,1,0,0
"2171",43,632,4,5,4,3,2,4,2,2,4,4,5,3,4,2,0,0,1,1,0,0
"2174",7,261,2,3,2,3,5,2,5,5,2,5,1,1,3,5,0,0,1,1,1,0
"2194",40,1773,4,1,4,4,2,4,2,2,1,4,2,3,4,2,0,0,0,1,0,0
"2201",46,1085,3,4,3,4,4,5,5,2,2,3,2,3,2,4,0,0,0,1,0,0
"2202",38,1491,2,1,2,4,1,2,1,1,1,5,2,2,4,1,28,0,1,1,0,0
"2203",7,784,4,5,3,1,1,3,1,1,3,3,5,4,5,1,4,0,0,1,0,0
"2207",64,528,2,5,2,1,3,2,3,3,5,2,5,3,5,3,12,0,1,1,0,0
"2210",37,101,2,5,2,2,1,2,1,1,3,4,4,5,5,1,0,0,0,1,0,0
"2220",13,854,2,3,2,4,5,2,5,5,4,4,4,3,4,5,0,0,1,1,0,0
"2221",46,631,1,4,1,1,3,1,3,3,3,4,5,4,4,3,0,0,1,1,0,0
"2224",62,612,2,4,2,4,2,3,1,4,4,2,2,2,4,4,0,0,0,1,0,0
"2225",68,977,2,4,2,3,2,2,4,2,4,4,4,3,5,2,0,0,1,1,0,0
"2230",58,581,1,4,1,5,3,1,2,2,2,1,2,3,2,1,27,10,0,1,1,0
"2231",10,223,2,4,2,3,3,2,3,3,5,2,5,4,5,3,0,0,0,1,1,0
"2240",69,1947,3,5,3,2,1,3,1,1,5,3,5,3,4,1,0,0,1,1,0,0
"2246",55,1012,4,5,4,2,5,4,5,5,4,2,5,3,4,5,0,0,1,1,0,1
"2262",53,127,2,3,2,4,4,4,3,2,2,2,2,2,2,3,0,0,0,1,0,0
"2263",18,862,3,5,3,4,5,3,5,5,3,4,5,5,4,5,0,0,1,1,0,0
"2265",53,725,2,3,1,3,1,1,5,5,5,1,5,1,5,2,0,0,0,1,0,0
"2266",16,2611,3,3,3,3,3,3,3,3,2,1,2,4,3,3,0,0,0,1,0,0
"2267",46,102,3,4,3,2,4,3,4,4,3,4,4,4,5,4,0,0,1,1,0,0
"2276",62,562,2,4,2,1,4,2,4,4,5,5,5,4,5,4,0,0,1,1,0,0
"2278",32,173,1,3,1,3,5,1,5,5,1,3,3,4,3,5,0,0,1,1,0,0
"2282",35,1197,2,3,2,3,3,2,3,3,2,4,1,3,2,3,1,0,0,1,1,0
"2289",21,441,1,5,1,3,2,1,3,2,5,3,4,5,5,2,4,0,0,1,0,0
"2290",67,761,2,5,2,4,2,5,5,5,5,2,5,3,5,3,0,0,0,1,0,0
"2291",15,840,3,3,3,4,4,3,4,4,1,4,4,2,4,4,0,5,0,1,0,0
"2299",18,1855,4,5,5,5,4,5,1,4,3,3,2,5,5,4,0,0,1,1,0,0
"2307",48,368,2,1,2,2,2,2,1,2,3,5,3,4,3,2,0,0,1,1,1,0
"2310",14,888,3,5,3,2,2,3,2,2,4,4,5,4,4,2,0,0,0,1,0,0
"2314",52,295,2,5,2,4,2,2,2,2,4,4,4,4,5,2,0,0,1,1,0,0
"2331",30,651,4,4,4,3,5,4,5,5,3,3,3,4,4,5,0,0,0,1,1,0
"2332",34,1521,4,4,4,5,5,4,4,4,4,4,4,3,4,4,9,0,1,1,2,1
"2334",10,1222,3,1,3,4,4,3,4,4,4,2,3,2,3,4,0,0,1,1,0,0
"2335",27,965,2,4,2,1,4,2,4,4,4,3,5,5,4,4,4,0,1,1,1,0
"2343",18,166,4,4,4,3,3,4,2,3,3,3,4,4,5,3,0,0,0,1,2,1
"2344",35,758,4,5,4,3,5,4,5,5,5,5,4,3,4,5,3,0,0,1,0,0
"2350",9,200,3,3,3,3,5,3,4,5,4,3,3,1,4,5,0,0,0,1,1,0
"2362",43,1005,3,3,3,3,5,3,4,2,2,3,2,3,2,3,0,0,1,1,2,0
"2363",23,628,2,5,2,4,4,2,4,4,4,3,5,5,4,4,0,0,0,1,0,0
"2368",35,802,1,4,1,5,2,1,2,2,2,5,5,4,3,2,0,0,0,1,0,0
"2372",44,241,4,4,4,3,2,3,3,4,4,4,4,3,4,1,0,0,0,1,0,0
"2378",56,1050,1,5,1,1,5,1,1,1,1,1,1,5,1,2,0,3,0,1,0,0
"2379",12,919,4,3,4,2,5,4,5,5,3,5,4,4,3,5,10,2,0,1,0,0
"2382",31,507,2,5,2,5,3,2,3,3,5,5,5,4,4,3,0,0,0,1,0,0
"2384",30,1050,3,4,3,3,4,3,4,4,3,3,4,4,5,4,0,0,1,1,1,0
"2392",15,237,5,5,5,2,2,5,2,2,3,2,4,5,4,2,0,0,1,1,0,1
"2397",19,763,5,5,5,2,4,5,4,4,3,4,5,3,4,4,0,0,0,1,0,1
"2402",25,4963,2,5,2,4,2,5,2,5,3,4,4,2,3,2,0,0,0,1,0,0
"2404",11,2106,3,3,3,1,5,3,5,5,4,3,3,3,3,5,0,0,0,1,0,0
"2406",48,1276,4,4,4,2,5,4,5,5,5,3,5,5,5,5,2,0,1,1,0,0
"2407",50,704,3,4,3,1,2,3,2,2,1,5,4,1,1,2,2,0,1,1,0,0
"2416",40,650,5,4,5,3,3,5,3,3,5,1,3,3,2,3,0,0,1,1,0,1
"2417",62,216,3,4,3,3,3,4,4,5,5,3,5,2,5,1,0,0,0,1,0,0
"2418",48,337,3,4,3,3,4,3,4,4,5,3,4,4,5,4,0,0,1,1,1,0
"2421",47,1217,3,4,3,2,4,3,4,4,4,5,4,3,4,4,17,3,1,1,0,0
"2426",45,86,1,5,1,1,1,1,1,1,3,5,4,3,4,1,0,0,1,1,1,0
"2431",43,502,1,4,1,3,4,1,4,4,4,2,5,4,4,4,0,0,1,1,0,0
"2441",16,516,1,1,1,3,1,1,3,1,3,3,3,2,4,1,0,0,0,1,0,0
"2442",16,689,1,2,1,2,4,1,4,4,2,2,3,3,2,4,1,0,1,1,0,0
"2444",61,1235,2,5,2,4,3,2,3,3,3,2,4,5,4,3,0,10,1,1,0,0
"2446",70,209,2,2,2,3,5,3,4,2,2,2,2,3,2,1,0,4,0,1,0,0
"2447",21,331,3,2,2,2,5,2,5,5,2,2,2,3,3,5,12,11,1,1,0,0
"2450",9,1185,4,1,4,4,5,4,5,5,1,3,3,4,3,5,0,0,0,1,0,0
"2453",54,101,2,4,2,3,3,2,3,3,5,5,5,3,4,3,0,0,1,1,0,0
"2457",70,294,2,4,2,1,5,5,4,2,2,2,2,3,2,5,0,0,0,1,1,0
"2458",35,589,2,4,2,2,2,2,2,2,5,2,4,3,4,2,0,0,0,1,1,0
"2462",53,1504,2,4,2,2,4,4,4,3,3,2,3,4,3,4,0,0,1,1,2,0
"2466",66,487,3,2,3,3,3,4,4,4,4,3,4,3,4,4,0,2,0,1,1,0
"2469",18,872,5,5,4,1,4,4,4,4,3,3,4,2,1,4,0,0,1,1,2,1
"2474",68,404,4,5,4,5,5,4,5,5,3,5,5,4,4,5,0,0,1,1,0,0
"2476",16,451,1,5,1,1,5,1,4,5,3,2,5,2,1,5,0,0,1,1,0,0
"2485",18,922,1,5,1,1,2,1,5,2,4,4,4,3,5,2,0,6,0,1,0,0
"2486",28,2370,4,5,4,3,3,4,3,3,5,4,4,5,4,3,3,0,0,1,0,1
"2491",62,2475,3,4,3,2,2,3,4,5,5,3,5,5,5,4,0,0,0,1,0,0
"2498",20,522,4,5,4,3,1,4,1,1,4,4,5,4,5,1,0,0,0,1,0,0
"2500",11,1703,2,2,2,4,2,2,2,2,1,2,3,2,4,2,0,0,0,1,0,0
"2504",60,1124,3,4,3,2,5,1,5,4,4,3,4,2,4,2,0,0,0,1,0,0
"2505",34,390,4,5,4,2,4,4,1,4,3,3,5,5,4,4,0,0,1,1,0,0
"2506",45,679,4,1,4,4,3,3,4,3,3,4,5,3,3,3,0,0,0,1,0,0
"2511",22,296,2,5,4,2,2,4,3,2,1,1,3,2,4,2,0,0,1,1,0,0
"2513",28,67,2,3,2,3,4,2,4,4,1,5,4,3,4,4,0,0,0,1,1,0
"2520",33,361,1,5,1,4,3,1,5,3,4,3,4,4,4,3,0,0,1,1,1,0
"2522",39,546,3,4,3,4,1,3,1,1,3,2,2,5,3,1,5,2,1,1,0,0
"2532",30,752,3,4,4,3,4,4,4,4,5,3,4,5,4,4,0,4,1,1,0,0
"2566",59,341,3,1,3,2,1,1,1,5,5,3,5,2,5,1,0,0,0,1,0,0
"2569",37,319,3,4,3,3,1,3,1,1,1,4,4,4,2,1,0,0,1,1,1,0
"2575",26,1399,4,2,4,4,4,4,5,4,1,2,4,4,4,4,0,0,0,1,2,0
"2580",36,1521,2,2,2,3,5,2,5,5,3,4,3,3,3,5,0,4,0,1,0,0
"2585",10,325,3,3,3,5,3,3,3,3,2,3,3,2,5,3,0,0,1,1,0,0
"2586",16,937,4,5,4,3,3,4,3,3,5,4,4,5,4,3,2,8,1,1,0,0
"2587",8,862,2,4,2,5,3,2,5,3,3,2,5,4,5,3,0,10,0,1,0,0
"2602",38,1431,3,5,3,3,3,3,5,3,4,3,4,5,4,3,5,0,0,1,0,0
"2604",49,692,2,4,3,1,5,3,5,5,3,2,4,4,4,5,0,6,1,1,0,0
"2610",40,304,2,4,2,3,2,2,2,2,3,4,4,4,4,2,7,5,0,1,0,0
"2612",67,771,1,4,1,2,2,1,2,2,5,5,5,5,5,2,0,0,1,1,0,0
"2625",54,532,1,4,1,2,3,1,3,3,5,4,4,5,5,3,0,0,1,1,0,0
"2641",35,329,1,5,1,2,4,1,2,4,1,2,2,3,2,4,5,0,0,1,0,0
"2647",49,383,4,4,4,1,2,4,2,2,3,2,4,4,5,2,0,0,1,1,0,0
"2655",17,1635,2,4,2,4,1,2,3,1,5,3,4,3,4,1,1,0,1,1,0,0
"2663",70,236,4,5,4,3,4,4,4,4,1,1,5,1,2,4,0,0,1,1,0,0
"2669",51,1258,5,5,5,1,3,5,3,3,5,4,5,5,4,3,0,0,1,1,0,1
"2679",54,226,3,5,3,2,4,3,4,4,4,2,4,5,4,4,0,0,1,1,0,0
"2683",69,1005,3,5,3,3,5,4,4,4,4,3,4,4,4,4,0,0,0,1,0,0
"2686",35,599,5,3,5,3,3,5,1,3,2,5,2,3,3,3,0,0,0,1,1,1
"2694",25,746,4,4,4,4,3,4,3,3,3,4,4,3,5,3,0,0,1,1,0,1
"2696",31,288,1,4,1,1,3,1,3,3,3,4,5,5,4,3,0,0,1,1,1,0
"2698",62,399,1,4,1,2,4,4,5,2,2,1,2,4,2,3,0,1,0,1,0,0
"2702",49,2704,3,2,4,2,2,3,3,2,2,4,2,1,2,1,4,0,0,1,0,0
"2716",9,516,5,2,5,2,2,5,1,2,3,1,2,1,2,2,21,5,0,1,0,1
"2717",32,834,2,5,2,1,1,2,3,1,2,3,1,5,2,1,0,0,0,1,0,0
"2719",67,481,1,3,2,4,4,4,4,1,1,2,1,3,1,4,0,0,0,1,0,0
"2724",7,1845,2,4,2,3,3,2,3,3,4,5,4,3,4,3,0,0,0,1,0,0
"2731",38,1721,2,4,2,2,2,2,2,2,5,2,3,4,4,2,0,0,1,1,0,0
"2732",23,1195,3,5,3,2,1,3,2,1,5,3,4,5,4,1,4,0,1,1,0,0
"2734",47,929,4,4,4,3,5,4,5,5,3,2,5,3,5,5,0,0,1,1,0,0
"2738",7,423,2,2,4,3,3,4,3,3,4,4,3,2,4,3,1,0,0,1,1,0
"2749",40,554,2,4,2,3,4,2,4,4,4,4,5,3,4,4,0,3,1,1,0,0
"2755",42,302,4,5,4,2,4,4,5,5,5,4,5,3,5,5,0,0,0,1,1,1
"2757",21,413,1,4,1,2,3,1,3,3,4,3,4,3,4,3,0,0,0,1,0,0
"2761",22,373,3,2,5,3,4,5,4,4,2,2,3,1,3,4,0,0,0,1,0,0
"2765",25,369,3,3,3,2,4,3,4,4,4,3,3,4,2,4,0,0,1,1,0,0
"2767",52,1846,2,5,2,3,4,5,4,4,4,2,4,5,4,5,0,0,0,1,0,0
"2769",56,78,3,4,3,2,3,3,3,3,4,5,5,3,5,3,0,0,1,1,0,0
"2773",54,406,3,5,3,1,2,5,5,5,5,3,5,4,5,4,0,0,0,1,1,0
